iso3,country,rank_raw,rank_cr,delta_rank,c_j_raw,c_j_cr,p_E,p_E_cr,pue_calc,theta,c_elec,c_elec_cr,c_hardware,c_network,c_construct,dc_cap_mw,omega,k_bar,bloc,sanctioned,is_exporter_0,export_pct_0,is_exporter_b,export_pct_b,inf_source,P_I_best,P_I_domestic,imports_inf,lambda_min_k,lambda_star_k,lambda_usa,p_bilat_usa,regime,is_dom_train,is_dom_inf,welfare_train_k,welfare_inf_k,rank_orig,c_j_total_csv,c_j_elec_csv,c_j_hw_csv,c_j_constr_csv,pue,p_L,cost_source,n_datacenters,source_tier,cr_adjusted,subsidy_gap,total_dc,eu,apec_cbpr,depa,export_share_0,hhi_T_0,export_share_b,hhi_T_b,inf_rev_share,hhi_I,welfare_train,welfare_inf,weighted_avg_cost,is_inf_exporter,developing,c_j_baseline,rank_baseline,c_j_low_hw,rank_low_hw,c_j_high_hw,rank_high_hw
ARE,United Arab Emirates,27,42,-15,1.621496958791,1.651148958791,.065,.095,1.4115,37.1,.064246,.093898,1.358060906315526,.15,.0491900524754734,500,.0040404693409186,4383000000,N,0,0,,0,,ARE,1.651241423132692,1.651241423132692,0,.035,.0371085937133355,.045,1.725450661936595,ID,0,1,.0002936462578845,0,27,1.47148,.06423,1.35806,.04919,1.412,9.24,DCCI,30,2,1,30,123748,0,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,1,1.651148958790999,42,1.593088052475473,42,1.713088052475473,42
CHL,Chile,45,43,2,1.652177091576763,1.652177091576763,.13,.13,1.08,13.4,.09828,.09828,1.358060906315526,.15,.0458361852612366,200,.0016161877363675,1753200000,N,0,0,,0,,CHL,1.652216743826961,1.652216743826961,0,.01,.0377543775730633,.045,1.726525060697717,ID,0,1,.0001191201587535,0,45,1.50218,.09828,1.35806,.04584,1.08,8.609999999999999,DCCI,59,2,0,,123748,0,0,1,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,1,1.652177091576762,43,1.594116185261236,43,1.714116185261236,43
POL,Poland,46,44,2,1.652542230890779,1.652542230890779,.1188,.1188,1.1505,19.7,.09571716,.09571716,1.358060906315526,.15,.0487641645752529,600,.0048485632091024,5259600000,W,0,0,,0,,UKR,1.63978283111606,1.656204264474433,1,0,.0379837264264495,.025,1.693855786663048,II,0,0,.0003591308773047,.0000796203576221,46,1.50255,.09573,1.35806,.04876,1.151,9.16,DCCI,144,2,0,,123748,1,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,0,1.652542230890779,44,1.594481324575253,44,1.714481324575253,44
LVA,Latvia,47,45,2,1.653125504695631,1.653125504695631,.1099,.1099,1.131,18.4,.0869309,.0869309,1.358060906315526,.15,.0581336983801049,80,.000646475094547,701280000,W,0,0,,0,,FIN,1.62709635474291,1.653165179707744,1,0,.0383500884510746,.025,1.694453642313022,II,0,0,.0000482611889621,.0000168528460839,47,1.50316,.08696,1.35806,.05813,1.13,10.92,predicted,27,3,0,,123748,1,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,0,1.653125504695631,45,1.595064598380105,45,1.715064598380105,45
PRT,Portugal,48,46,2,1.654027563531284,1.654027563531284,.1089,.1089,1.1985,22.9,.09139977,.09139977,1.358060906315526,.15,.0545668872157579,100,.0008080938681837,876600000,W,0,0,,0,,PRT,1.654106956854334,1.654106956854334,0,0,.0389166835880608,.025,1.695378252619566,ID,0,1,.0000610554344165,0,48,1.50405,.09142,1.35806,.05457,1.199,10.25,DCCI,21,3,0,,123748,1,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,0,1.654027563531284,46,1.595966657215758,46,1.715966657215758,46
MLT,Malta,49,47,2,1.655563734591441,1.655563734591441,.1105,.1105,1.26,27,.097461,.097461,1.358060906315526,.15,.0500418282759145,20,.0001616187736367,175320000,W,0,0,,0,,MLT,1.655603468121071,1.655603468121071,0,0,.0398815730363566,.025,1.696952827956227,ID,0,1,.0000124593609661,0,49,1.50556,.09746,1.35806,.05004,1.26,9.4,predicted,6,3,0,,123748,1,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,0,1.65556373459144,47,1.597502828275914,47,1.717502828275914,47
MYS,Malaysia,50,48,2,1.655769624134372,1.655769624134372,.099,.099,1.2585,26.9,.0871794,.0871794,1.358060906315526,.15,.0605293178188455,500,.0040404693409186,4383000000,N,0,0,,0,,MYS,1.655796116448358,1.655796116448358,0,.035,.0400108949931628,.045,1.730279257220418,ID,0,1,.0003123159145391,0,50,1.50576,.08717,1.35806,.06053,1.258,11.37,DCCI,62,2,0,,123748,0,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,1,1.655769624134371,48,1.597708717818845,48,1.717708717818845,48
PHL,Philippines,51,49,2,1.657304575339787,1.657304575339787,.115,.115,1.272,27.8,.102396,.102396,1.358060906315526,.15,.0468476690242604,200,.0016161877363675,1753200000,N,0,0,,0,,PHL,1.673837845783376,1.673837845783376,0,.01,.0409750182344917,.02,1.690450666846582,ID,0,1,.0001274071351297,0,51,1.50732,.10241,1.35806,.04685,1.272,8.800000000000001,predicted,39,2,0,,123748,0,1,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,1,1.657304575339786,49,1.59924366902426,49,1.71924366902426,49
ISR,Israel,52,50,2,1.658392817730843,1.658392817730843,.108,.108,1.278,28.2,.0966168,.0966168,1.358060906315526,.15,.0537151114153168,300,.0024242816045512,2629800000,W,0,0,,0,,ISR,1.660847239101085,1.660847239101085,0,.025,.0416585577357578,.025,1.699852638174114,ID,0,1,.0001937489087045,0,52,1.50838,.09661,1.35806,.05372,1.278,10.09,predicted,20,2,0,,123748,0,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,0,1.658392817730843,50,1.600331911415317,50,1.720331911415317,50
ESP,Spain,53,51,2,1.658730597793205,1.658730597793205,.1131,.1131,1.2285,24.9,.09722076,.09722076,1.358060906315526,.15,.0534489314776789,720,.0058182758509228,6311520000,W,0,0,,0,,ESP,1.668218536812582,1.668218536812582,0,0,.0418707218797592,.025,1.700198862738035,ID,0,1,.0004669626784707,0,53,1.50877,.09726,1.35806,.05345,1.228,10.04,DCCI,144,2,0,,123748,1,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,0,1.658730597793205,51,1.600669691477679,51,1.720669691477679,51
THA,Thailand,54,52,2,1.659358601805678,1.659358601805678,.108,.108,1.2945,29.3,.097902,.097902,1.358060906315526,.15,.0533956954901513,300,.0024242816045512,2629800000,N,0,0,,0,,THA,1.659411701280936,1.659411701280936,0,.035,.0422651795419549,.045,1.734029738886933,ID,0,1,.0001960902412711,0,54,1.50934,.09789,1.35806,.0534,1.295,10.03,predicted,42,2,0,,123748,0,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,1,1.659358601805677,52,1.601297695490151,52,1.721297695490151,52
BEL,Belgium,55,53,2,1.661046785880512,1.661046785880512,.1252,.1252,1.14,19,.0999096,.0999096,1.358060906315526,.15,.0530762795649859,400,.0032323754727349,3506400000,W,0,0,,0,,XKX,1.655072871268418,1.673670741453204,1,0,.0433255503840035,.025,1.702572955527525,II,0,0,.0002669104998251,.0000601152994304,55,1.51105,.09991,1.35806,.05308,1.14,9.970000000000001,predicted,81,2,0,,123748,1,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,0,1.661046785880512,53,1.602985879564986,53,1.722985879564986,53
SRB,Serbia,56,54,2,1.663231643656008,1.663231643656008,.1201,.1201,1.203,23.2,.10113621,.10113621,1.358060906315526,.15,.0540345273404822,40,.0003232375472735,350640000,N,0,0,,0,,XKX,1.612289856488221,1.663284867068605,1,.035,.0446978885749003,.045,1.738077067620529,II,0,0,.000027397278051,.0000164835021432,56,1.51323,.10114,1.35806,.05403,1.203,10.15,predicted,12,3,0,,123748,0,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,1,1.663231643656008,54,1.605170737340482,54,1.725170737340482,54
PAK,Pakistan,57,55,2,1.665352150121139,1.665352150121139,.134,.134,1.3035,29.9,.1223152,.1223152,1.358060906315526,.15,.0349760438056126,50,.0004040469340919,438300000,N,0,0,,0,,PAK,1.665392118572742,1.665392118572742,0,.035,.0460298068529592,.045,1.74029299687659,ID,0,1,.0000351033816997,0,57,1.51533,.1223,1.35806,.03498,1.304,6.57,predicted,11,3,0,,123748,0,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,1,1.665352150121139,55,1.607291243805613,55,1.727291243805612,55
SAU,Saudi Arabia,25,56,-31,1.620185016171789,1.666080516171789,.053,.1,1.395,36,.0517545,.09765,1.358060906315526,.15,.0603696098562628,400,.0032323754727349,3506400000,N,0,0,,0,,SAU,1.666133830748307,1.666133830748307,0,.035,.046487303244473,.045,1.74105413939952,ID,0,1,.000283181406155,0,25,1.47018,.05175,1.35806,.06037,1.395,11.34,DCCI,25,2,1,47.00000000000001,123748,0,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,0,1.666080516171789,56,1.608019609856263,56,1.728019609856263,56
LUX,Luxembourg,58,57,1,1.667131006608324,1.667131006608324,.1277,.1277,1.125,18,.10056375,.10056375,1.358060906315526,.15,.0585063502927979,70,.0005656657077286,613620000,W,0,0,,0,,XKX,1.648455492452012,1.667184354800536,1,0,.0471471302416335,.025,1.708809281773532,II,0,0,.0000501509724934,.0000105942751753,58,1.51713,.10056,1.35806,.05851,1.125,10.99,predicted,23,3,0,,123748,1,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,0,1.667131006608324,57,1.609070100292798,57,1.729070100292798,57
QAT,Qatar,15,58,-43,1.606377987523223,1.668918787523223,.036,.1,1.3965,36.1,.0351792,.09772,1.358060906315526,.15,.0631378812076964,80,.000646475094547,701280000,N,0,0,,0,,QAT,1.675594462673316,1.675594462673316,0,.035,.0482700591819005,.045,1.744020132961768,ID,0,1,.0000584711529713,0,15,1.45638,.03518,1.35806,.06314,1.396,11.86,predicted,8,3,1,64,123748,0,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,0,1.668918787523222,58,1.610857881207696,58,1.730857881207696,58
NLD,Netherlands,59,59,0,1.668939088832828,1.668939088832828,.1296,.1296,1.1385,18.9,.10333008,.10333008,1.358060906315526,.15,.0575481025173017,1800,.0145456896273071,15778800000,W,0,0,,0,,XKX,1.644814656616731,1.674893863501784,1,0,.0482828107041318,.025,1.710662566053649,II,0,0,.0013158962384021,.0004375228075855,59,1.51892,.10331,1.35806,.05755,1.139,10.81,DCCI,298,1,0,,123748,1,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,0,1.668939088832827,59,1.610878182517302,59,1.730878182517302,59
EST,Estonia,60,60,0,1.669332456358876,1.669332456358876,.1288,.1288,1.128,18.2,.10170048,.10170048,1.358060906315526,.15,.0595710700433493,50,.0004040469340919,438300000,W,0,0,,0,,FIN,1.626578756373315,1.669412584316781,1,0,.0485298900724589,.025,1.711065767767848,II,0,0,.0000367116122318,.000017306876856,60,1.51935,.10171,1.35806,.05957,1.128,11.19,predicted,16,3,0,,123748,1,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,0,1.669332456358875,60,1.611271550043349,60,1.731271550043349,60
KOR,South Korea,61,61,0,1.670607045755788,1.670607045755788,.125,.125,1.245,26,.1089375,.1089375,1.358060906315526,.15,.0536086394402616,850,.0068687978795617,7451100000,W,0,0,,0,,KOR,1.670647140324886,1.670647140324886,0,0,.0493304766034046,0,1.670607045755788,ID,0,1,.0006328523048877,0,61,1.52058,.10891,1.35806,.05361,1.245,10.07,DCCI,43,1,0,,123748,0,1,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,0,1.670607045755787,61,1.612546139440261,61,1.732546139440261,61
MDA,Moldova,62,62,0,1.672021730828417,1.672021730828417,.1348,.1348,1.218,24.2,.11493048,.11493048,1.358060906315526,.15,.0490303445128907,20,.0001616187736367,175320000,N,0,0,,0,,MDA,1.672075235523804,1.672075235523804,0,.035,.0502190590892007,.045,1.747262708715696,ID,0,1,.0000151192821345,0,62,1.52206,.11497,1.35806,.04903,1.218,9.210000000000001,predicted,7,3,0,,123748,0,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,1,1.672021730828417,62,1.613960824512891,62,1.733960824512891,62
DNK,Denmark,63,63,0,1.672788193323664,1.672788193323664,.1293,.1293,1.113,17.2,.10073763,.10073763,1.358060906315526,.15,.0639896570081375,300,.0024242816045512,2629800000,W,0,0,,0,,NOR,1.629832928568403,1.672828340240304,1,0,.0507004843636116,.025,1.714607898156755,II,0,0,.0002286473529448,.0001042329855963,63,1.5228,.10075,1.35806,.06399,1.113,12.02,DCCI,50,2,0,,123748,1,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,0,1.672788193323663,63,1.614727287008138,63,1.734727287008137,63
LTU,Lithuania,64,64,0,1.673111384633269,1.673111384633269,.134,.134,1.137,18.8,.1066506,.1066506,1.358060906315526,.15,.0583998783177428,55,.0004444516275011,482130000,W,0,0,,0,,FIN,1.6382505996077,1.678920427360716,1,0,.0509034851182197,.025,1.714939169249101,II,0,0,.0000420623242768,.000018075771135,64,1.52311,.10665,1.35806,.0584,1.137,10.97,predicted,18,3,0,,123748,1,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,0,1.673111384633269,64,1.615050478317743,64,1.735050478317743,64
MKD,North Macedonia,65,65,0,1.675071898105016,1.675071898105016,.1352,.1352,1.215,24,.11489296,.11489296,1.358060906315526,.15,.0521180317894897,18,.0001454568962731,157788000,N,0,0,,0,,MKD,1.681772185697436,1.681772185697436,0,.035,.0521349096719004,.045,1.750450133519742,ID,0,1,.0000140510217862,0,65,1.52511,.11493,1.35806,.05212,1.214,9.789999999999999,predicted,6,3,0,,123748,0,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,1,1.675071898105015,65,1.617010991789489,65,1.737010991789489,65
GHA,Ghana,66,66,0,1.6760157728453,1.6760157728453,.12,.12,1.3155,30.7,.11046,.11046,1.358060906315526,.15,.0574948665297741,15,.0001212140802276,131490000,N,0,0,,0,,GHA,1.676096221602397,1.676096221602397,0,.035,.0527277699340385,.045,1.751436482623339,ID,0,1,.0000118235957303,0,66,1.52603,.11048,1.35806,.05749,1.315,10.8,predicted,3,3,0,,123748,0,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,0,1.6760157728453,66,1.617954866529774,66,1.737954866529774,66
SVN,Slovenia,67,67,0,1.683726805631064,1.683726805631064,.147,.147,1.1805,21.7,.1215249,.1215249,1.358060906315526,.15,.0541409993155373,40,.0003232375472735,350640000,W,0,0,,0,,XKX,1.622407547651528,1.683780684888844,1,0,.0575711720546903,.025,1.72581997577184,II,0,0,.0000340220839388,.0000198381023491,67,1.53372,.12152,1.35806,.05414,1.181,10.17,predicted,13,3,0,,123748,1,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,0,1.683726805631063,67,1.625665899315537,67,1.745665899315537,67
ALB,Albania,68,68,0,1.683852254404354,1.683852254404354,.1474,.1474,1.2105,23.7,.12495098,.12495098,1.358060906315526,.15,.0508403680888281,5,.0000404046934092,43830000,N,0,0,,0,,UKR,1.663143063485597,1.68389266685846,1,.035,.0576499680955671,.045,1.75962560585255,II,0,0,4.25782921157e-06,8.38381362643e-07,68,1.53383,.12493,1.35806,.05084,1.211,9.550000000000001,predicted,1,3,0,,123748,0,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,1,1.683852254404354,68,1.625791348088828,68,1.745791348088828,68
ROU,Romania,69,69,0,1.687094238791,1.687094238791,.1564,.1564,1.1865,22.1,.12984328,.12984328,1.358060906315526,.15,.0491900524754734,100,.0008080938681837,876600000,W,0,0,,0,,XKX,1.666033703362,1.687148225806641,1,0,.0596863015530502,.025,1.729271594760775,II,0,0,.0000877764119351,.0000170625161171,69,1.53712,.12987,1.35806,.04919,1.186,9.24,predicted,31,3,0,,123748,1,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,0,1.687094238790999,69,1.629033332475473,69,1.749033332475473,69
DEU,Germany,70,70,0,1.693344835922341,1.693344835922341,.1552,.1552,1.14,19,.1238496,.1238496,1.358060906315526,.15,.0614343296068142,1955,.0157982351229919,17137530000,W,0,0,,0,,XKX,1.651764181860215,1.715954376171576,1,0,.0636123846397634,.025,1.735678456820399,II,0,0,.0018147772564703,.0010140917823214,70,1.54336,.12387,1.35806,.06143,1.14,11.54,DCCI,529,1,0,,123748,1,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,0,1.69334483592234,70,1.635283929606814,70,1.755283929606814,70
GRC,Greece,71,71,0,1.69388536053714,1.69388536053714,.1652,.1652,1.2465,26.1,.14408744,.14408744,1.358060906315526,.15,.0417370142216138,50,.0004040469340919,438300000,W,0,0,,0,,XKX,1.675538201121471,1.703262709893074,1,0,.0639518953302662,.025,1.736232494550568,II,0,0,.0000466321378881,.0000112020027684,71,1.54393,.14413,1.35806,.04174,1.246,7.84,DCCI,14,3,0,,123748,1,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,0,1.69388536053714,71,1.635824454221614,71,1.755824454221614,71
BGR,Bulgaria,72,72,0,1.69432628945645,1.69432628945645,.1546,.1546,1.2135,23.9,.13137908,.13137908,1.358060906315526,.15,.0548863031409233,75,.0006060704011378,657450000,W,0,0,,0,,XKX,1.631375501182641,1.700032780399339,1,0,.064228848641473,.025,1.736684446692861,II,0,0,.0000702154407991,.0000416111447559,72,1.54435,.13141,1.35806,.05489,1.214,10.31,predicted,24,3,0,,123748,1,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,0,1.694326289456449,72,1.636265383140923,72,1.756265383140923,72
SVK,Slovakia,73,73,0,1.69593188581815,1.69593188581815,.1644,.1644,1.1685,20.9,.13452852,.13452852,1.358060906315526,.15,.0533424595026238,40,.0003232375472735,350640000,W,0,0,,0,,XKX,1.629420947207911,1.69597258818341,1,0,.065237345043865,.025,1.738330182963604,II,0,0,.0000379672241227,.0000215119891959,73,1.54594,.13454,1.35806,.05334,1.169,10.02,predicted,14,3,0,,123748,1,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,0,1.69593188581815,73,1.637870979502624,73,1.757870979502623,73
AUT,Austria,74,74,0,1.697543707585585,1.697543707585585,.1595,.1595,1.134,18.6,.1266111,.1266111,1.358060906315526,.15,.0628717012700586,250,.0020202346704593,2191500000,W,0,0,,0,,XKX,1.61828126703821,1.709195647594453,1,0,.0662497517062932,.025,1.739982300275225,II,0,0,.0002405514089843,.0001836683836431,74,1.54753,.12659,1.35806,.06287,1.134,11.81,DCCI,68,2,0,,123748,1,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,0,1.697543707585585,74,1.639482801270059,74,1.759482801270058,74
ITA,Italy,75,75,0,1.697959938105016,1.697959938105016,.162,.162,1.215,24,.137781,.137781,1.358060906315526,.15,.0521180317894897,850,.0068687978795617,7451100000,W,0,0,,0,,XKX,1.667119566681295,1.719014641337518,1,0,.0665111916244598,.025,1.740408936557641,II,0,0,.000820733793856,.0003564567787584,75,1.54798,.1378,1.35806,.05212,1.215,9.789999999999999,DCCI,168,2,0,,123748,1,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,0,1.697959938105015,75,1.639899031789489,75,1.759899031789489,75
JPN,Japan,76,76,0,1.702611392055887,1.702611392055887,.135,.135,1.233,25.2,.116613,.116613,1.358060906315526,.15,.0779374857403605,2400,.0193942528364095,21038400000,W,0,0,,0,,JPN,1.715660205764603,1.715660205764603,0,0,.0694328316376314,0,1.702611392055887,ID,0,1,.0024075774801618,0,76,1.55259,.11659,1.35806,.07794,1.234,14.64,DCCI,222,1,0,,123748,0,1,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,0,1.702611392055887,76,1.644550485740361,76,1.76455048574036,76
CZE,Czechia,77,77,0,1.703984460683159,1.703984460683159,.1723,.1723,1.1415,19.1,.13773662,.13773662,1.358060906315526,.15,.0581869343676325,130,.0010505220286388,1139580000,W,0,0,,0,,XKX,1.637507435221009,1.714371949955483,1,0,.0702952742812948,.025,1.746584072200237,II,0,0,.0001318528856819,.0000807478659492,77,1.55401,.13777,1.35806,.05819,1.142,10.93,predicted,34,3,0,,123748,1,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,0,1.703984460683158,77,1.645923554367632,77,1.765923554367632,77
CHE,Switzerland,78,78,0,1.706060952554784,1.706060952554784,.16,.16,1.0905,15.7,.122192,.122192,1.358060906315526,.15,.0758080462392577,500,.0040404693409186,4383000000,W,0,0,,0,,MNE,1.632991871600159,1.723162507543194,1,.025,.0715995464085144,.025,1.748712476368654,II,0,0,.0005155164851358,.000364331689979,78,1.55602,.12215,1.35806,.07581,1.091,14.24,DCCI,121,2,0,,123748,0,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,0,1.706060952554784,78,1.648000046239258,78,1.768000046239258,78
HUN,Hungary,79,79,0,1.714047290932607,1.714047290932607,.1759,.1759,1.209,23.6,.14886417,.14886417,1.358060906315526,.15,.0571222146170811,50,.0004040469340919,438300000,W,0,0,,0,,XKX,1.624758122366236,1.714074715689262,1,0,.0766158716285041,.025,1.756898473205923,II,0,0,.0000547785040498,.0000360880956957,79,1.5641,.14892,1.35806,.05712,1.209,10.73,predicted,15,3,0,,123748,1,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,0,1.714047290932607,79,1.655986384617081,79,1.775986384617081,79
SGP,Singapore,80,80,0,1.715535796193083,1.715535796193083,.145,.145,1.2825,28.5,.130123,.130123,1.358060906315526,.15,.0773518898775572,1130,.0091314607104761,9905580000,N,0,0,,0,,IDN,1.643498813625577,1.715590693338562,1,.01,.0775508215548617,.02,1.749846512116945,II,0,0,.001251586418828,.0006583041671435,80,1.56559,.13017,1.35806,.07735,1.282,14.53,DCCI,99,1,0,,123748,0,1,1,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,0,1.715535796193083,80,1.657474889877557,80,1.777474889877557,80
CYP,Cyprus,81,81,0,1.727953237481394,1.727953237481394,.185,.185,1.275,28,.1651125,.1651125,1.358060906315526,.15,.0547798311658681,20,.0001616187736367,175320000,W,0,0,,0,,XKX,1.70425609220116,1.727994708359094,1,0,.0853503813725704,.025,1.771152068418429,II,0,0,.0000241588636474,3.83660603128e-06,81,1.57795,.16511,1.35806,.05478,1.275,10.29,predicted,6,3,0,,123748,1,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,0,1.727953237481394,81,1.669892331165868,81,1.789892331165868,81
SEN,Senegal,82,82,0,1.733050693219473,1.733050693219473,.18,.18,1.341,32.4,.169092,.169092,1.358060906315526,.15,.0558977869039471,10,.0000808093868184,87660000,N,0,0,,0,,SEN,1.739982895992351,1.739982895992351,0,.035,.0885521610326601,.045,1.811037974414349,ID,0,1,.0000124913540962,0,82,1.583,.16904,1.35806,.0559,1.342,10.5,predicted,2,3,0,,123748,0,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,1,1.733050693219473,82,1.674989786903947,82,1.794989786903947,82
HRV,Croatia,83,83,0,1.734444356129961,1.734444356129961,.2057,.2057,1.2105,23.7,.17437189,.17437189,1.358060906315526,.15,.0520115598144346,30,.0002424281604551,262980000,W,0,0,,0,,XKX,1.638158953212586,1.734472107239659,1,0,.0894275392191712,.025,1.77780546503321,II,0,0,.0000378119254243,.0000233490207584,83,1.58437,.1743,1.35806,.05201,1.211,9.77,predicted,9,3,0,,123748,1,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,0,1.734444356129961,83,1.676383449814435,83,1.796383449814434,83
IRL,Ireland,84,84,0,1.734729073780733,1.734729073780733,.228,.228,1.0845,15.3,.173166,.173166,1.358060906315526,.15,.0535021674652065,1260,.010181982739115,11045160000,W,0,0,,0,,GBR,1.667094541775803,1.73742137330324,1,0,.0896063741576092,.025,1.778097300625251,II,0,0,.0015909998580277,.000716066584709,84,1.5847,.17313,1.35806,.0535,1.085,10.05,DCCI,55,1,0,,123748,1,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,0,1.734729073780732,84,1.676668167465206,84,1.796668167465206,84
GRL,Greenland,85,85,0,1.766087324446183,1.766087324446183,.263,.263,1.08,-3.1,.198828,.198828,1.358060906315526,.15,.0591984181306563,5,.0000404046934092,43830000,N,0,0,,0,,CAN,1.662120556542485,1.773151673743967,1,.035,.1093029079414347,.045,1.845561254046261,II,0,0,7.58051200410e-06,4.48617824941e-06,85,1.61609,.19883,1.35806,.0592,1.08,11.12,predicted,1,3,0,,123748,0,0,0,0,.9958317567941819,0,.9954332500476588,,,.0536757609503397,.0436109611068962,1.632148445499952,0,0,1.766087324446182,85,1.708026418130656,85,1.828026418130656,85
